"GEO_ID","NAME","S2901_C01_001E","S2901_C01_001M","S2901_C01_002E","S2901_C01_002M","S2901_C01_003E","S2901_C01_003M","S2901_C01_004E","S2901_C01_004M","S2901_C01_005E","S2901_C01_005M","S2901_C01_006E","S2901_C01_006M","S2901_C01_007E","S2901_C01_007M","S2901_C01_008E","S2901_C01_008M","S2901_C01_009E","S2901_C01_009M","S2901_C01_010E","S2901_C01_010M","S2901_C01_011E","S2901_C01_011M","S2901_C01_012E","S2901_C01_012M","S2901_C01_013E","S2901_C01_013M","S2901_C01_014E","S2901_C01_014M","S2901_C01_015E","S2901_C01_015M","S2901_C01_016E","S2901_C01_016M","S2901_C01_017E","S2901_C01_017M","S2901_C01_018E","S2901_C01_018M","S2901_C01_019E","S2901_C01_019M","S2901_C01_020E","S2901_C01_020M","S2901_C01_021E","S2901_C01_021M","S2901_C01_022E","S2901_C01_022M","S2901_C01_023E","S2901_C01_023M","S2901_C01_024E","S2901_C01_024M","S2901_C01_025E","S2901_C01_025M","S2901_C01_026E","S2901_C01_026M","S2901_C01_027E","S2901_C01_027M","S2901_C01_028E","S2901_C01_028M","S2901_C01_029E","S2901_C01_029M","S2901_C02_001E","S2901_C02_001M","S2901_C02_002E","S2901_C02_002M","S2901_C02_003E","S2901_C02_003M","S2901_C02_004E","S2901_C02_004M","S2901_C02_005E","S2901_C02_005M","S2901_C02_006E","S2901_C02_006M","S2901_C02_007E","S2901_C02_007M","S2901_C02_008E","S2901_C02_008M","S2901_C02_009E","S2901_C02_009M","S2901_C02_010E","S2901_C02_010M","S2901_C02_011E","S2901_C02_011M","S2901_C02_012E","S2901_C02_012M","S2901_C02_013E","S2901_C02_013M","S2901_C02_014E","S2901_C02_014M","S2901_C02_015E","S2901_C02_015M","S2901_C02_016E","S2901_C02_016M","S2901_C02_017E","S2901_C02_017M","S2901_C02_018E","S2901_C02_018M","S2901_C02_019E","S2901_C02_019M","S2901_C02_020E","S2901_C02_020M","S2901_C02_021E","S2901_C02_021M","S2901_C02_022E","S2901_C02_022M","S2901_C02_023E","S2901_C02_023M","S2901_C02_024E","S2901_C02_024M","S2901_C02_025E","S2901_C02_025M","S2901_C02_026E","S2901_C02_026M","S2901_C02_027E","S2901_C02_027M","S2901_C02_028E","S2901_C02_028M","S2901_C02_029E","S2901_C02_029M"
"9700000US0102220","Madison County School District, Alabama","96198","3158","15663","2342","25923","2394","36054","2913","18558","2680","47815","2071","48383","2140","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2051","840","4661","1301","27869","3061","20953","2292","8420","1648","20868","2683","11376","2413","89486","3107","32244","3253","95736","3156","5379","1525","90357","3137","81058","6099","(X)","(X)","16.3","2.3","26.9","2.8","37.5","2.5","19.3","2.6","49.7","1.4","50.3","1.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2.1","0.9","4.8","1.3","29.0","3.0","21.8","2.3","8.8","1.7","21.7","2.7","11.8","2.5","93.0","1.5","33.5","3.2","(X)","(X)","5.6","1.6","94.4","1.6","(X)","(X)"
"9700000US0102370","Mobile County School District, Alabama","288958","3600","61218","1693","68173","2195","95879","1877","63688","1095","133814","2219","155144","2009","171664","2981","104712","2491","4531","1307","N","N","N","N","N","N","N","N","6255","976","167795","2715","6965","1387","29196","4579","104960","5250","64081","4433","22349","2589","40187","3037","21220","2623","252797","4939","61407","3719","283749","3778","41333","4825","242416","5447","49517","2022","(X)","(X)","21.2","0.5","23.6","0.6","33.2","0.6","22.0","0.4","46.3","0.4","53.7","0.4","59.4","0.7","36.2","0.8","1.6","0.5","N","N","N","N","N","N","N","N","2.2","0.3","58.1","0.7","2.4","0.5","10.1","1.6","36.3","1.7","22.2","1.6","7.7","0.9","13.9","1.1","7.3","0.9","87.5","1.6","21.3","1.3","(X)","(X)","14.6","1.7","85.4","1.7","(X)","(X)"
"9700000US0102430","Montgomery County School District, Alabama","160180","2159","36176","1159","40134","1223","50275","1076","33595","694","72742","1656","87438","1328","58364","1535","N","N","2274","772","N","N","N","N","N","N","N","N","2600","469","N","N","4382","1341","12278","2357","42497","3591","40707","3467","11834","2043","28282","3068","20200","2175","143520","3331","48482","3707","154747","2656","20426","2770","134321","3961","51853","2534","(X)","(X)","22.6","0.6","25.1","0.7","31.4","0.5","21.0","0.5","45.4","0.7","54.6","0.7","36.4","0.8","N","N","1.4","0.5","N","N","N","N","N","N","N","N","1.6","0.3","N","N","2.7","0.8","7.7","1.5","26.5","2.2","25.4","2.2","7.4","1.3","17.7","1.9","12.6","1.3","89.6","1.7","30.3","2.2","(X)","(X)","13.2","1.8","86.8","1.8","(X)","(X)"
"9700000US0103030","Shelby County School District, Alabama","97333","3152","19915","1582","24170","2007","33877","2439","19371","1477","45574","1845","51759","2172","81565","2609","N","N","N","N","N","N","N","N","N","N","N","N","2158","881","80418","2313","1918","847","5062","1190","21915","2543","23705","2405","6546","1377","26130","2608","12057","2006","90353","3243","38187","3403","95037","3262","6782","1619","88255","3385","71205","6907","(X)","(X)","20.5","1.6","24.8","2.0","34.8","1.9","19.9","1.5","46.8","1.3","53.2","1.3","83.8","1.7","N","N","N","N","N","N","N","N","N","N","N","N","2.2","0.9","82.6","1.9","2.0","0.9","5.2","1.2","22.5","2.4","24.4","2.4","6.7","1.3","26.8","2.5","12.4","2.1","92.8","1.4","39.2","3.4","(X)","(X)","7.1","1.7","92.9","1.7","(X)","(X)"
"9700000US0103360","Tuscaloosa City School District, Alabama","81219","2145","31887","2413","14547","1724","21210","2037","13575","1693","38088","2262","43131","2044","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1619","1061","6811","2019","22758","3566","24750","3334","3580","1102","12879","2584","8822","1691","72789","3152","21701","3088","72473","3101","15462","3545","57011","3785","40689","4655","(X)","(X)","39.3","2.8","17.9","2.2","26.1","2.3","16.7","1.9","46.9","2.3","53.1","2.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2.0","1.3","8.4","2.5","28.0","4.5","30.5","3.9","4.4","1.3","15.9","3.1","10.9","2.1","89.6","3.1","26.7","3.7","(X)","(X)","21.3","4.7","78.7","4.7","(X)","(X)"
"9700000US0103390","Tuscaloosa County School District, Alabama","80099","2548","17223","2489","22574","1682","25123","2116","15179","1627","38457","2356","41642","2120","64982","3563","N","N","N","N","N","N","N","N","N","N","N","N","N","N","63343","3371","1445","569","6148","1619","27862","3088","16334","2474","7348","1804","13832","3008","7130","1543","72506","3162","20962","3334","79485","2573","8295","2434","71190","3673","58815","5198","(X)","(X)","21.5","2.9","28.2","2.3","31.4","2.4","19.0","1.8","48.0","2.3","52.0","2.3","81.1","3.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","79.1","3.3","1.8","0.7","7.7","2.1","34.8","3.8","20.4","3.1","9.2","2.2","17.3","3.6","8.9","1.9","90.5","2.1","26.2","3.9","(X)","(X)","10.4","3.1","89.6","3.1","(X)","(X)"
"9700000US0200180","Anchorage School District, Alaska","209427","2269","50185","2228","59618","2342","67653","2307","31971","1211","104855","1968","104572","1370","140240","2481","11494","1000","17062","2013","N","N","N","N","N","N","N","N","15864","1141","130289","2049","2452","893","8343","1872","57740","4251","54512","4497","18483","2184","42149","3564","25748","2331","198632","2949","67897","4067","204019","2271","18171","3571","185848","4528","83629","3832","(X)","(X)","24.0","0.9","28.5","1.2","32.3","1.0","15.3","0.6","50.1","0.6","49.9","0.6","67.0","0.9","5.5","0.5","8.1","0.9","N","N","N","N","N","N","N","N","7.6","0.5","62.2","0.7","1.2","0.4","4.0","0.9","27.6","2.1","26.0","2.0","8.8","1.1","20.1","1.7","12.3","1.1","94.8","1.0","32.4","1.9","(X)","(X)","8.9","1.8","91.1","1.8","(X)","(X)"
"9700000US0200510","Matanuska-Susitna Borough School District, Alaska","78527","547","15976","538","21568","614","27441","728","13542","378","40863","298","37664","476","66258","553","N","N","N","N","N","N","N","N","N","N","N","N","N","N","64085","316","1472","476","4518","947","26708","1972","20769","1912","7843","1033","12170","1393","5047","760","72537","1186","17217","1536","76674","1380","6003","1294","70671","1811","75058","3491","(X)","(X)","20.3","0.6","27.5","0.8","34.9","0.9","17.2","0.5","52.0","0.4","48.0","0.4","84.4","0.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","81.6","0.5","1.9","0.6","5.8","1.2","34.0","2.5","26.4","2.4","10.0","1.3","15.5","1.8","6.4","1.0","92.4","1.4","21.9","2.0","(X)","(X)","7.8","1.7","92.2","1.7","(X)","(X)"
"9700000US0200600","Fairbanks North Star Borough School District, Alaska","72121","757","21202","1294","19151","1644","20818","1666","10950","857","39898","795","32223","871","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1320","944","2104","993","15138","2118","27498","2992","5907","1671","10425","1638","9729","2179","68697","1579","20154","2494","68604","1226","3777","1257","64827","1666","72255","8205","(X)","(X)","29.4","1.8","26.6","2.3","28.9","2.2","15.2","1.2","55.3","1.0","44.7","1.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.8","1.3","2.9","1.4","21.0","2.9","38.1","4.1","8.2","2.3","14.5","2.3","13.5","3.0","95.3","1.9","27.9","3.4","(X)","(X)","5.5","1.8","94.5","1.8","(X)","(X)"
"9700000US0400001","Cave Creek Unified District, Arizona","56180","3617","3742","1072","5241","1206","23695","2589","23502","2647","26741","1927","29439","2190","53043","3504","N","N","N","N","N","N","N","N","N","N","N","N","N","N","51336","3488","121","114","1227","609","6409","1219","11977","1889","4376","1037","19070","1957","13000","1821","54832","3409","32070","2485","56102","3611","2395","913","53707","3632","123851","14056","(X)","(X)","6.7","1.8","9.3","2.1","42.2","3.8","41.8","3.7","47.6","1.8","52.4","1.8","94.4","2.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91.4","2.9","0.2","0.2","2.2","1.0","11.4","2.1","21.3","2.8","7.8","1.8","33.9","3.3","23.1","2.8","97.6","1.1","57.1","3.3","(X)","(X)","4.3","1.6","95.7","1.6","(X)","(X)"
"9700000US0400295","Kingman Unified School District, Arizona","60640","3436","6587","1338","8610","1839","21478","2111","23965","2480","32254","2112","28386","2086","55740","3592","N","N","N","N","N","N","N","N","N","N","N","N","5312","1286","N","N","1498","728","6349","1647","22365","3324","17058","2146","5066","1543","4640","1214","3664","1215","52793","3325","8304","1430","57780","3283","7400","1749","50380","3485","46662","4013","(X)","(X)","10.9","2.0","14.2","3.1","35.4","2.9","39.5","3.4","53.2","2.0","46.8","2.0","91.9","1.9","N","N","N","N","N","N","N","N","N","N","N","N","8.8","2.0","N","N","2.5","1.2","10.5","2.6","36.9","4.5","28.1","3.4","8.4","2.6","7.7","2.1","6.0","2.0","87.1","3.0","13.7","2.4","(X)","(X)","12.8","3.0","87.2","3.0","(X)","(X)"
"9700000US0400680","Amphitheater Unified District, Arizona","108707","5471","23864","3401","18287","2363","32383","2888","34173","2616","53448","3539","55259","3335","92607","4910","N","N","2113","853","N","N","N","N","6273","2173","N","N","25111","3771","75913","3468","2477","1052","5437","1214","23660","2229","30335","3333","7750","1400","23037","2286","16011","1587","100793","5047","39048","3024","107809","5409","11729","2093","96080","4977","56697","7322","(X)","(X)","22.0","2.6","16.8","1.9","29.8","2.3","31.4","2.5","49.2","1.9","50.8","1.9","85.2","2.7","N","N","1.9","0.8","N","N","N","N","5.8","1.9","N","N","23.1","2.7","69.8","3.0","2.3","1.0","5.0","1.0","21.8","1.8","27.9","2.4","7.1","1.3","21.2","1.9","14.7","1.4","92.7","1.4","35.9","2.4","(X)","(X)","10.9","1.8","89.1","1.8","(X)","(X)"
"9700000US0400790","Apache Junction Unified District, Arizona","57873","3652","6080","1658","9938","2855","17508","2658","24347","2470","29056","2270","28817","2497","54130","3777","N","N","N","N","N","N","N","N","N","N","N","N","N","N","46646","3384","1179","683","4969","1410","17740","2136","17521","2886","4682","1240","7997","1417","3785","1091","51725","3673","11782","1762","57755","3668","6641","2800","51114","3442","57363","6622","(X)","(X)","10.5","2.8","17.2","4.7","30.3","3.9","42.1","4.3","50.2","2.6","49.8","2.6","93.5","2.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80.6","5.5","2.0","1.2","8.6","2.4","30.7","3.6","30.3","4.0","8.1","2.1","13.8","2.6","6.5","1.8","89.4","2.9","20.4","3.1","(X)","(X)","11.5","4.6","88.5","4.6","(X)","(X)"
"9700000US0401870","Chandler Unified District, Arizona","175944","6449","29960","3378","44294","3651","60534","3728","41156","2831","83385","3887","92559","4056","139382","6744","N","N","13252","2378","N","N","N","N","6536","2416","N","N","23535","3630","124783","5825","2748","1042","9146","2171","33957","3116","42321","3859","15227","2012","47451","2957","25094","2768","164050","6188","72545","4050","175715","6449","9931","1921","165784","6613","92082","5964","(X)","(X)","17.0","1.7","25.2","1.9","34.4","1.8","23.4","1.4","47.4","1.3","52.6","1.3","79.2","2.1","N","N","7.5","1.4","N","N","N","N","3.7","1.3","N","N","13.4","1.8","70.9","2.1","1.6","0.6","5.2","1.2","19.3","1.5","24.1","1.8","8.7","1.1","27.0","1.7","14.3","1.6","93.2","1.5","41.2","2.3","(X)","(X)","5.7","1.1","94.3","1.1","(X)","(X)"
"9700000US0402690","Dysart Unified District, Arizona","135621","6099","23957","3919","36046","3516","36186","3681","39432","4113","66227","3949","69394","3408","118883","5912","N","N","N","N","N","N","N","N","3969","1393","N","N","30573","4663","94403","5380","3029","1061","8242","1685","35828","3990","38715","3601","13441","2000","24574","3042","11792","1873","124350","6094","36366","3376","134867","6078","8668","1986","126199","5928","75445","6419","(X)","(X)","17.7","2.6","26.6","2.9","26.7","2.2","29.1","2.5","48.8","1.5","51.2","1.5","87.7","2.1","N","N","N","N","N","N","N","N","2.9","1.0","N","N","22.5","3.1","69.6","3.2","2.2","0.8","6.1","1.2","26.4","2.7","28.5","2.2","9.9","1.5","18.1","2.0","8.7","1.4","91.7","1.7","26.8","2.2","(X)","(X)","6.4","1.4","93.6","1.4","(X)","(X)"
"9700000US0402860","Flagstaff Unified District, Arizona","80606","2417","32579","1747","15810","1264","20459","1539","11758","1194","40862","1751","39744","1545","63384","1983","N","N","N","N","N","N","N","N","N","N","N","N","N","N","56186","1701","778","409","1662","692","14374","2284","26108","2574","7616","1496","17663","2150","12405","1744","78166","2518","30068","2502","68064","2542","11308","2021","56756","2680","62188","7985","(X)","(X)","40.4","1.6","19.6","1.4","25.4","1.9","14.6","1.4","50.7","1.4","49.3","1.4","78.6","2.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","69.7","1.9","1.0","0.5","2.1","0.9","17.8","2.7","32.4","3.1","9.4","1.8","21.9","2.7","15.4","2.1","97.0","1.0","37.3","3.1","(X)","(X)","16.6","2.8","83.4","2.8","(X)","(X)"
"9700000US0402920","Florence Unified School District, Arizona","81316","6913","16365","3119","25555","3199","25502","3456","13894","2556","46622","4235","34694","3852","68487","6597","N","N","N","N","N","N","N","N","N","N","N","N","21412","4021","N","N","2946","2003","8029","2081","22131","3533","26446","3354","6419","2034","12658","2535","2687","981","70341","6868","15345","2556","66262","7305","5942","3041","60320","7748","61903","5999","(X)","(X)","20.1","3.1","31.4","3.3","31.4","3.2","17.1","2.9","57.3","2.6","42.7","2.6","84.2","3.4","N","N","N","N","N","N","N","N","N","N","N","N","26.3","4.4","N","N","3.6","2.4","9.9","2.7","27.2","3.2","32.5","3.4","7.9","2.2","15.6","3.0","3.3","1.2","86.5","3.6","18.9","3.0","(X)","(X)","9.0","4.7","91.0","4.7","(X)","(X)"
"9700000US0403400","Gilbert Unified District, Arizona","144223","6992","30739","3967","40822","3845","45319","3638","27343","2847","72801","4064","71422","3878","126068","6669","N","N","5093","2135","N","N","N","N","N","N","N","N","19958","3555","110685","6835","1274","549","5883","1339","28546","3216","39221","4223","14838","2304","36411","3251","18050","2003","137066","6619","54461","3650","144179","6973","6165","1658","138014","6700","87939","5635","(X)","(X)","21.3","2.2","28.3","2.4","31.4","2.3","19.0","1.9","50.5","1.3","49.5","1.3","87.4","3.0","N","N","3.5","1.5","N","N","N","N","N","N","N","N","13.8","2.3","76.7","3.4","0.9","0.4","4.1","0.9","19.8","2.2","27.2","2.2","10.3","1.5","25.2","2.0","12.5","1.5","95.0","1.0","37.8","2.3","(X)","(X)","4.3","1.1","95.7","1.1","(X)","(X)"
"9700000US0403780","Higley Unified District, Arizona","58147","5250","13142","3179","19801","2363","19159","2618","6045","1463","29236","2994","28911","3404","47164","4834","N","N","4041","2004","N","N","N","N","N","N","N","N","N","N","41701","4894","199","226","1488","701","10972","2590","14094","2115","6035","1805","18461","2715","6898","1387","56460","5206","25359","3244","57716","5241","1111","597","56605","5267","108106","6146","(X)","(X)","22.6","4.2","34.1","4.3","32.9","3.3","10.4","2.4","50.3","3.2","49.7","3.2","81.1","4.6","N","N","6.9","3.3","N","N","N","N","N","N","N","N","N","N","71.7","5.3","0.3","0.4","2.6","1.2","18.9","3.8","24.2","3.4","10.4","2.7","31.7","4.0","11.9","2.2","97.1","1.3","43.6","4.5","(X)","(X)","1.9","1.0","98.1","1.0","(X)","(X)"
"9700000US0404630","Marana Unified District, Arizona","75142","5961","11598","2055","20313","2928","22250","2981","20981","3136","35132","3173","40010","3780","64905","5202","N","N","N","N","N","N","N","N","N","N","N","N","15956","3105","54233","4791","1208","613","3456","1342","15170","2939","21545","3221","7942","1611","16398","2403","9423","1811","70478","5651","25821","3295","74553","6041","5160","1423","69393","5927","71250","10662","(X)","(X)","15.4","2.5","27.0","3.1","29.6","3.3","27.9","3.5","46.8","2.4","53.2","2.4","86.4","2.6","N","N","N","N","N","N","N","N","N","N","N","N","21.2","3.6","72.2","3.4","1.6","0.8","4.6","1.7","20.2","3.2","28.7","3.7","10.6","2.0","21.8","2.9","12.5","2.4","93.8","1.7","34.4","4.0","(X)","(X)","6.9","1.9","93.1","1.9","(X)","(X)"
"9700000US0404970","Mesa Unified District, Arizona","358707","9944","80402","5605","83142","4696","107046","5692","88117","4452","170916","6082","187791","6169","299045","9751","17402","3350","7015","2667","N","N","N","N","12637","2678","7942","1826","64179","6313","251676","9599","9210","2285","22481","3284","96966","5543","102691","4644","34004","3406","65381","5022","27974","2597","327016","9877","93355","6140","357181","9907","35313","4500","321868","9736","61152","1581","(X)","(X)","22.4","1.3","23.2","1.3","29.8","1.3","24.6","1.0","47.6","1.0","52.4","1.0","83.4","1.4","4.9","0.9","2.0","0.7","N","N","N","N","3.5","0.7","2.2","0.5","17.9","1.7","70.2","1.7","2.6","0.6","6.3","0.9","27.0","1.5","28.6","1.2","9.5","0.9","18.2","1.2","7.8","0.7","91.2","1.2","26.0","1.4","(X)","(X)","9.9","1.2","90.1","1.2","(X)","(X)"
"9700000US0405930","Paradise Valley Unified District, Arizona","196644","7848","30847","4449","51491","4929","71830","4705","42476","3594","95635","4919","101009","4752","169045","8244","N","N","7380","2075","N","N","N","N","7197","3093","N","N","25035","4650","152216","7699","3737","1387","10451","2500","39404","4138","46865","4838","15077","2296","49418","3576","31692","3448","182456","7775","81110","5250","195841","7812","14421","2783","181420","7760","78313","4845","(X)","(X)","15.7","2.0","26.2","2.3","36.5","2.1","21.6","1.7","48.6","1.4","51.4","1.4","86.0","2.3","N","N","3.8","1.1","N","N","N","N","3.7","1.6","N","N","12.7","2.3","77.4","2.8","1.9","0.7","5.3","1.2","20.0","1.8","23.8","2.2","7.7","1.1","25.1","1.9","16.1","1.6","92.8","1.6","41.2","2.6","(X)","(X)","7.4","1.4","92.6","1.4","(X)","(X)"
"9700000US0406250","Peoria Unified School District, Arizona","174553","6871","29688","3360","41074","3843","55817","3682","47974","3840","80421","3929","94132","4248","147538","6533","N","N","5452","1805","N","N","N","N","6262","1701","N","N","26953","3627","129651","6186","3892","1322","9152","1796","44439","3962","49624","3697","19494","1957","30792","2343","17160","2087","161509","6503","47952","3216","173240","6873","16341","2568","156899","6756","69681","3726","(X)","(X)","17.0","1.5","23.5","2.0","32.0","1.8","27.5","2.1","46.1","1.3","53.9","1.3","84.5","2.0","N","N","3.1","1.0","N","N","N","N","3.6","1.0","N","N","15.4","2.0","74.3","2.4","2.2","0.7","5.2","1.0","25.5","1.8","28.4","1.8","11.2","1.0","17.6","1.3","9.8","1.2","92.5","1.1","27.5","1.8","(X)","(X)","9.4","1.4","90.6","1.4","(X)","(X)"
"9700000US0407570","Scottsdale Unified District, Arizona","197313","4826","37312","4065","38651","3635","64979","3949","56371","4323","94640","4538","102673","4191","177404","5442","N","N","5820","1660","N","N","N","N","N","N","N","N","15641","2820","164136","5636","1640","939","5675","1542","26898","2903","37348","3323","13063","1924","69014","4024","43675","3698","189998","5117","112689","4914","196632","4750","13115","2020","183517","4987","78746","4688","(X)","(X)","18.9","2.0","19.6","1.8","32.9","1.9","28.6","2.0","48.0","1.9","52.0","1.9","89.9","1.3","N","N","2.9","0.8","N","N","N","N","N","N","N","N","7.9","1.4","83.2","1.8","0.8","0.5","2.9","0.8","13.6","1.4","18.9","1.6","6.6","1.0","35.0","1.9","22.1","1.8","96.3","1.0","57.1","2.0","(X)","(X)","6.7","1.0","93.3","1.0","(X)","(X)"
"9700000US0407750","Deer Valley Unified District, Arizona","187205","7332","34204","3743","47634","3781","69979","4388","35388","2975","90274","4323","96931","4389","162324","6986","N","N","8709","1978","N","N","N","N","3407","1096","5772","1543","21330","4235","146624","6544","2014","812","8102","2206","41009","3957","49546","3917","17088","1989","46486","3549","22960","2594","177089","7051","69446","4426","185096","7261","13285","2265","171811","7288","87151","6071","(X)","(X)","18.3","1.7","25.4","1.8","37.4","1.8","18.9","1.6","48.2","1.3","51.8","1.3","86.7","1.8","N","N","4.7","1.1","N","N","N","N","1.8","0.6","3.1","0.8","11.4","2.1","78.3","2.2","1.1","0.4","4.3","1.2","21.9","1.7","26.5","1.9","9.1","1.0","24.8","1.7","12.3","1.3","94.6","1.2","37.1","2.1","(X)","(X)","7.2","1.2","92.8","1.2","(X)","(X)"
"9700000US0408170","Sunnyside Unified District, Arizona","58918","4694","16413","2694","16313","2290","15681","2367","10511","1597","31608","2922","27310","2864","34376","3952","N","N","N","N","N","N","N","N","8860","2192","4733","1772","38642","4022","N","N","4917","1287","11170","1860","19251","2335","15100","2505","3456","880","3906","1017","1118","497","42831","3696","5024","1141","51382","4670","8014","2017","43368","4507","46515","5492","(X)","(X)","27.9","3.7","27.7","3.4","26.6","3.3","17.8","2.7","53.6","2.9","46.4","2.9","58.3","4.7","N","N","N","N","N","N","N","N","15.0","3.5","8.0","2.9","65.6","3.8","N","N","8.3","2.0","19.0","2.7","32.7","3.3","25.6","3.6","5.9","1.4","6.6","1.7","1.9","0.8","72.7","3.1","8.5","1.9","(X)","(X)","15.6","3.8","84.4","3.8","(X)","(X)"
"9700000US0408800","Tucson Unified District, Arizona","358609","8676","101326","5106","74145","4420","99135","4292","84003","3398","172461","5588","186148","4991","277913","8826","14941","2052","9201","1734","12027","2009","N","N","29190","4606","14759","2776","124964","7833","193338","5730","12516","2035","23971","3080","87053","4818","104836","6171","29283","3177","63804","4760","37146","3019","322122","8047","100950","6106","344123","8425","50903","4992","293220","9122","50335","2406","(X)","(X)","28.3","1.1","20.7","1.1","27.6","1.0","23.4","1.0","48.1","0.9","51.9","0.9","77.5","1.6","4.2","0.6","2.6","0.5","3.4","0.6","N","N","8.1","1.2","4.1","0.8","34.8","1.6","53.9","1.6","3.5","0.6","6.7","0.8","24.3","1.2","29.2","1.5","8.2","0.9","17.8","1.3","10.4","0.8","89.8","1.0","28.2","1.6","(X)","(X)","14.8","1.4","85.2","1.4","(X)","(X)"
"9700000US0408850","Vail Unified District, Arizona","47250","5209","8251","2776","14050","2522","14319","2533","10630","2067","24086","3318","23164","2330","42077","4501","N","N","N","N","N","N","N","N","N","N","N","N","8110","2550","N","N","571","382","644","354","10141","2151","13274","2640","5516","1085","10795","2251","6309","1186","46035","5056","17104","2599","47057","5197","2734","1142","44323","4907","90994","8787","(X)","(X)","17.5","4.9","29.7","4.4","30.3","4.4","22.5","4.3","51.0","2.5","49.0","2.5","89.1","2.9","N","N","N","N","N","N","N","N","N","N","N","N","17.2","4.6","N","N","1.2","0.8","1.4","0.7","21.5","3.5","28.1","3.8","11.7","2.5","22.8","3.9","13.4","2.7","97.4","1.0","36.2","4.5","(X)","(X)","5.8","2.3","94.2","2.3","(X)","(X)"
"9700000US0503060","Bentonville Public Schools, Arkansas","72508","3698","13087","2059","24874","2261","20029","2235","14518","2005","35562","2234","36946","2143","64622","3392","N","N","2623","1226","N","N","N","N","N","N","N","N","5837","1431","N","N","915","548","2302","1121","16772","2411","16177","2063","5472","1373","19651","3157","11219","2097","69291","3890","30870","3692","71815","3826","4401","1412","67414","4019","83111","8732","(X)","(X)","18.0","2.5","34.3","3.0","27.6","2.7","20.0","2.5","49.0","1.6","51.0","1.6","89.1","2.1","N","N","3.6","1.6","N","N","N","N","N","N","N","N","8.1","1.9","N","N","1.3","0.8","3.2","1.5","23.1","3.2","22.3","3.0","7.5","1.8","27.1","3.8","15.5","2.8","95.6","1.8","42.6","4.2","(X)","(X)","6.1","2.0","93.9","2.0","(X)","(X)"
"9700000US0504590","Conway Public Schools, Arkansas","63668","2750","22826","1901","15791","1584","15208","1555","9843","1184","29144","1684","34524","1565","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","741","389","2336","1154","15787","2446","20247","2657","5991","1479","13610","1538","4956","1295","60591","2784","18566","2118","58740","2991","10821","2343","47919","3523","52867","9190","(X)","(X)","35.9","2.3","24.8","2.3","23.9","2.3","15.5","1.8","45.8","1.4","54.2","1.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.2","0.6","3.7","1.8","24.8","3.5","31.8","4.0","9.4","2.2","21.4","2.5","7.8","2.0","95.2","1.8","29.2","3.4","(X)","(X)","18.4","4.0","81.6","4.0","(X)","(X)"
"9700000US0506120","Fayetteville School District, Arkansas","74371","3003","31369","2081","17583","2088","15824","2015","9595","1589","37442","2187","36929","2059","65035","3037","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1417","888","2673","1228","15910","3098","23059","3511","3993","1105","16619","2546","10700","2074","70281","2691","27319","2920","67681","3047","14162","3215","53519","3685","48227","3810","(X)","(X)","42.2","2.5","23.6","2.7","21.3","2.4","12.9","2.0","50.3","2.0","49.7","2.0","87.4","2.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.9","1.2","3.6","1.6","21.4","4.1","31.0","4.6","5.4","1.5","22.3","3.4","14.4","2.7","94.5","2.0","36.7","3.8","(X)","(X)","20.9","4.5","79.1","4.5","(X)","(X)"
